State,Year,Crop,Area_ha,Production_tonnes,Yield_t_per_ha
Tripura,2003-04,Potato,5665.000,89565.000,15.810238
Tripura,2003-04,Rice,257440.000,616820.000,2.395976
Tripura,2003-04,Sugarcane,1120.000,47510.000,42.419643
Tripura,2003-04,Wheat,895.000,1810.000,2.022346
Tripura,2004-05,Arhar/Tur,1481.000,997.000,0.673194
Tripura,2004-05,Cotton(Lint),1045.000,1555.000,1.488038
Tripura,2004-05,Gram,266.000,187.000,0.703008
Tripura,2004-05,Groundnut,639.000,669.000,1.046948
Tripura,2004-05,Jute,978.000,7748.000,7.922290
Tripura,2004-05,Maize,2790.000,2967.000,1.063441
Tripura,2004-05,Masoor,422.000,215.000,0.509479
Tripura,2004-05,Mesta,1250.000,9650.000,7.720000
Tripura,2004-05,Moong(Green Gram),782.000,403.000,0.515345
Tripura,2004-05,Other  Rabi Pulses,930.000,628.000,0.675269
Tripura,2004-05,Other Kharif Pulses,1724.000,1151.000,0.667633
Tripura,2004-05,Peas & Beans (Pulses),1033.000,720.000,0.696999
Tripura,2004-05,Rapeseed &Mustard,1720.000,1315.000,0.764535
Tripura,2004-05,Rice,256076.000,602221.000,2.351728
Tripura,2004-05,Sesamum,1580.000,715.000,0.452532
Tripura,2004-05,Sugarcane,1030.000,50413.000,48.944660
Tripura,2004-05,Urad,1433.000,856.000,0.597348
Tripura,2004-05,Wheat,944.000,1942.000,2.057203
Tripura,2005-06,Arhar/Tur,1135.000,806.000,0.710132
Tripura,2005-06,Cotton(Lint),1143.000,1600.000,1.399825
Tripura,2005-06,Gram,171.000,130.000,0.760234
Tripura,2005-06,Groundnut,906.000,937.000,1.034216
Tripura,2005-06,Jute,685.000,5410.000,7.897810
Tripura,2005-06,Maize,2150.000,2100.000,0.976744
Tripura,2005-06,Masoor,402.000,299.000,0.743781
Tripura,2005-06,Mesta,1170.000,8522.000,7.283761
Tripura,2005-06,Moong(Green Gram),1280.000,709.000,0.553906
Tripura,2005-06,Other  Rabi Pulses,1275.000,1065.000,0.835294
Tripura,2005-06,Other Kharif Pulses,1642.000,1118.000,0.680877
Tripura,2005-06,Peas & Beans (Pulses),1025.000,643.000,0.627317
Tripura,2005-06,Rapeseed &Mustard,1753.000,1276.000,0.727895
Tripura,2005-06,Rice,253067.000,602947.000,2.382559
Tripura,2005-06,Sesamum,1526.000,700.000,0.458716
Tripura,2005-06,Sugarcane,874.000,43334.000,49.581236
Tripura,2005-06,Urad,1720.000,1051.000,0.611047
Tripura,2005-06,Wheat,1750.000,3184.000,1.819429
Tripura,2006-07,Arhar/Tur,1193.000,849.000,0.711651
Tripura,2006-07,Cotton(Lint),1148.000,1598.000,1.391986
Tripura,2006-07,Gram,132.000,96.000,0.727273
Tripura,2006-07,Groundnut,599.000,621.000,1.036728
Tripura,2006-07,Jute,466.000,3966.000,8.510730
Tripura,2006-07,Maize,2450.000,2420.000,0.987755
Tripura,2006-07,Masoor,360.000,234.000,0.650000
Tripura,2006-07,Mesta,1064.000,7798.000,7.328947
Tripura,2006-07,Moong(Green Gram),1093.000,574.000,0.525160
Tripura,2006-07,Other  Rabi Pulses,1006.000,793.000,0.788270
Tripura,2006-07,Other Kharif Pulses,1651.000,1076.000,0.651726
Tripura,2006-07,Peas & Beans (Pulses),828.000,622.000,0.751208
Tripura,2006-07,Rapeseed &Mustard,1744.000,1361.000,0.780390
Tripura,2006-07,Rice,250939.000,628200.000,2.503397
Tripura,2006-07,Sesamum,2077.000,1048.000,0.504574
Tripura,2006-07,Sugarcane,869.000,42373.000,48.760644
Tripura,2006-07,Urad,1811.000,1042.000,0.575373
Tripura,2006-07,Wheat,970.000,1845.000,1.902062
Tripura,2007-08,Arhar/Tur,1221.000,882.000,0.722359
Tripura,2007-08,Cotton(Lint),1110.000,1504.000,1.354955
Tripura,2007-08,Gram,101.000,72.000,0.712871
Tripura,2007-08,Groundnut,679.000,686.000,1.010309
Tripura,2007-08,Jute,458.000,3735.000,8.155022
Tripura,2007-08,Maize,2123.000,2125.000,1.000942
Tripura,2007-08,Masoor,323.000,214.000,0.662539
Tripura,2007-08,Mesta,949.000,6810.000,7.175975
Tripura,2007-08,Moong(Green Gram),608.000,320.000,0.526316
Tripura,2007-08,Other  Rabi Pulses,1008.000,758.000,0.751984
Tripura,2007-08,Other Kharif Pulses,1389.000,905.000,0.651548
Tripura,2007-08,Peas & Beans (Pulses),644.000,454.000,0.704969
Tripura,2007-08,Rapeseed &Mustard,1451.000,1062.000,0.731909
Tripura,2007-08,Rice,252897.000,640424.000,2.532351
Tripura,2007-08,Sesamum,1776.000,896.000,0.504505
Tripura,2007-08,Sugarcane,959.000,46678.000,48.673618
Tripura,2007-08,Urad,1288.000,773.000,0.600155
Tripura,2007-08,Wheat,1023.000,1889.000,1.846530
Tripura,2008-09,Arhar/Tur,988.000,719.000,0.727733
Tripura,2008-09,Cotton(Lint),969.000,1424.000,1.469556
Tripura,2008-09,Gram,91.000,88.000,0.967033
Tripura,2008-09,Groundnut,486.000,540.000,1.111111
Tripura,2008-09,Jute,450.000,3665.000,8.144444
Tripura,2008-09,Maize,2093.000,2046.000,0.977544
Tripura,2008-09,Masoor,352.000,268.000,0.761364
Tripura,2008-09,Mesta,637.000,5026.000,7.890110
Tripura,2008-09,Moong(Green Gram),607.000,339.000,0.558484
Tripura,2008-09,Other  Rabi Pulses,933.000,843.000,0.903537
Tripura,2008-09,Other Kharif Pulses,1174.000,743.000,0.632879
Tripura,2008-09,Peas & Beans (Pulses),599.000,494.000,0.824708
Tripura,2008-09,Rapeseed &Mustard,1588.000,1190.000,0.749370
Tripura,2008-09,Rice,242966.000,627175.000,2.581328
Tripura,2008-09,Sesamum,1392.000,780.000,0.560345
Tripura,2008-09,Sugarcane,972.000,51695.000,53.184156
Tripura,2008-09,Urad,1052.000,689.000,0.654943
Tripura,2008-09,Wheat,635.000,1195.000,1.881890
Tripura,2009-10,Arhar/Tur,987.000,716.000,0.725431
Tripura,2009-10,Cotton(Lint),965.000,1437.000,1.489119
Tripura,2009-10,Gram,121.000,91.000,0.752066
Tripura,2009-10,Groundnut,423.000,464.000,1.096927
Tripura,2009-10,Jute,468.000,3778.000,8.072650
Tripura,2009-10,Maize,2018.000,2030.000,1.005946
Tripura,2009-10,Masoor,324.000,215.000,0.663580
Tripura,2009-10,Mesta,779.000,5633.000,7.231065
Tripura,2009-10,Moong(Green Gram),628.000,353.000,0.562102
Tripura,2009-10,Other  Rabi Pulses,1031.000,887.000,0.860330
Tripura,2009-10,Other Kharif Pulses,1226.000,855.000,0.697390
Tripura,2009-10,Peas & Beans (Pulses),724.000,538.000,0.743094
Tripura,2009-10,Rapeseed &Mustard,1495.000,1147.000,0.767224
Tripura,2009-10,Rice,245538.000,640010.000,2.606562
Tripura,2009-10,Sesamum,1532.000,873.000,0.569843
Tripura,2009-10,Sugarcane,879.000,44913.000,51.095563
Tripura,2009-10,Urad,1089.000,666.000,0.611570
Tripura,2009-10,Wheat,667.000,1323.000,1.983508
Tripura,2010-11,Arhar/Tur,1207.000,923.000,0.764706
Tripura,2010-11,Cotton(Lint),1063.000,1574.000,1.480715
Tripura,2010-11,Gram,109.000,81.000,0.743119
Tripura,2010-11,Groundnut,663.000,700.000,1.055807
Tripura,2010-11,Jute,498.000,4243.000,8.520080
Tripura,2010-11,Maize,3101.000,4104.000,1.323444
Tripura,2010-11,Masoor,317.000,213.000,0.671924
Tripura,2010-11,Mesta,792.000,6456.000,8.151515
Tripura,2010-11,Moong(Green Gram),595.000,325.000,0.546218
Tripura,2010-11,Other  Rabi Pulses,1074.000,872.000,0.811918
Tripura,2010-11,Other Kharif Pulses,1552.000,1125.000,0.724871
Tripura,2010-11,Peas & Beans (Pulses),918.000,694.000,0.755991
Tripura,2010-11,Rapeseed &Mustard,1972.000,1516.000,0.768763
Tripura,2010-11,Rice,264558.000,702473.000,2.655270
Tripura,2010-11,Sesamum,2046.000,1178.000,0.575758
Tripura,2010-11,Sugarcane,909.000,46481.000,51.134213
Tripura,2010-11,Urad,1315.000,790.000,0.600760
Tripura,2010-11,Wheat,316.000,637.000,2.015823
Tripura,2011-12,Arhar/Tur,1621.000,1212.000,0.747687
Tripura,2011-12,Cotton(Lint),949.000,1348.000,1.420443
Tripura,2011-12,Gram,147.000,115.000,0.782313
Tripura,2011-12,Groundnut,588.000,715.000,1.215986
Tripura,2011-12,Jute,639.000,5483.000,8.580595
Tripura,2011-12,Maize,3743.000,5058.000,1.351322
Tripura,2011-12,Masoor,425.000,335.000,0.788235
Tripura,2011-12,Mesta,628.000,5212.000,8.299363
Tripura,2011-12,Moong(Green Gram),713.000,394.000,0.552595
Tripura,2011-12,Other  Rabi Pulses,1190.000,966.000,0.811765
Tripura,2011-12,Other Kharif Pulses,1950.000,1244.000,0.637949
Tripura,2011-12,Peas & Beans (Pulses),890.000,690.000,0.775281
Tripura,2011-12,Rapeseed &Mustard,2131.000,1683.000,0.789770
Tripura,2011-12,Rice,265999.000,718304.000,2.700401
Tripura,2011-12,Sesamum,1942.000,1095.000,0.563852
Tripura,2011-12,Sugarcane,921.000,45001.000,48.861021
Tripura,2011-12,Urad,1646.000,1048.000,0.636695
Tripura,2011-12,Wheat,274.000,536.000,1.956204
Tripura,2012-13,Arhar/Tur,1498.000,1124.000,0.750334
Tripura,2012-13,Cotton(Lint),922.000,1341.000,1.454447
Tripura,2012-13,Gram,164.000,127.000,0.774390
Tripura,2012-13,Groundnut,597.000,732.000,1.226131
Tripura,2012-13,Jute,640.000,5261.000,8.220313
Tripura,2012-13,Maize,3948.000,5177.000,1.311297
Tripura,2012-13,Masoor,475.000,324.000,0.682105
Tripura,2012-13,Mesta,641.000,5077.000,7.920437
Tripura,2012-13,Moong(Green Gram),667.000,370.000,0.554723
Tripura,2012-13,Other  Rabi Pulses,1331.000,1107.000,0.831705
Tripura,2012-13,Other Kharif Pulses,1928.000,1265.000,0.656120
Tripura,2012-13,Peas & Beans (Pulses),995.000,758.000,0.761809
Tripura,2012-13,Rapeseed &Mustard,2132.000,1701.000,0.797842
Tripura,2012-13,Rice,254743.000,713222.000,2.799771
Tripura,2012-13,Sesamum,2085.000,1188.000,0.569784
Tripura,2012-13,Sugarcane,900.000,45437.000,50.485556
Tripura,2012-13,Urad,1381.000,883.000,0.639392
Tripura,2012-13,Wheat,334.000,827.000,2.476048
Tripura,2013-14,Arhar/Tur,3854.000,2758.000,0.715620
Tripura,2013-14,Cotton(Lint),949.000,1395.000,1.469968
Tripura,2013-14,Gram,125.000,95.000,0.760000
Tripura,2013-14,Groundnut,613.000,725.000,1.182708
Tripura,2013-14,Jute,643.000,5370.000,8.351477
Tripura,2013-14,Maize,4549.000,5805.000,1.276105
Tripura,2013-14,Masoor,1857.000,1275.000,0.686591
Tripura,2013-14,Mesta,854.000,7003.000,8.200234
Tripura,2013-14,Moong(Green Gram),905.000,493.000,0.544751
Tripura,2013-14,Other  Rabi Pulses,906.000,825.000,0.910596
Tripura,2013-14,Other Kharif Pulses,1763.000,1233.000,0.699376
Tripura,2013-14,Peas & Beans (Pulses),1028.000,897.000,0.872568
Tripura,2013-14,Rapeseed &Mustard,2617.000,2159.000,0.824990
Tripura,2013-14,Rice,254254.000,711831.000,2.799685
Tripura,2013-14,Sesamum,2824.000,1706.000,0.604108
Tripura,2013-14,Sugarcane,964.000,49598.000,51.450207
Tripura,2013-14,Urad,1704.000,1112.000,0.652582
Tripura,2013-14,Wheat,150.000,300.000,2.000000
Tripura,2014-15,Arhar/Tur,2523.000,1820.000,0.721363
Tripura,2014-15,Cotton(Lint),904.000,1347.000,1.490044
Tripura,2014-15,Gram,161.000,131.000,0.813665
Tripura,2014-15,Groundnut,735.000,801.000,1.089796
Tripura,2014-15,Jute,650.000,5564.000,8.560000
Tripura,2014-15,Maize,4519.000,5963.000,1.319540
Tripura,2014-15,Masoor,2498.000,1902.000,0.761409
Tripura,2014-15,Mesta,627.000,5079.000,8.100478
Tripura,2014-15,Moong(Green Gram),1188.000,693.000,0.583333
Tripura,2014-15,Other  Rabi Pulses,552.000,462.000,0.836957
Tripura,2014-15,Other Kharif Pulses,1300.000,792.000,0.609231
Tripura,2014-15,Peas & Beans (Pulses),2057.000,1731.000,0.841517
Tripura,2014-15,Rapeseed &Mustard,5934.000,4925.000,0.829963
Tripura,2014-15,Rice,257273.000,746954.000,2.903352
Tripura,2014-15,Sesamum,2468.000,1543.000,0.625203
Tripura,2014-15,Sugarcane,793.000,41510.000,52.345523
Tripura,2014-15,Urad,1325.000,845.000,0.637736
Tripura,2014-15,Wheat,135.000,304.000,2.251852
Tripura,2015-16,Arhar/Tur,4200.000,2885.000,0.686905
Tripura,2015-16,Cotton(Lint),904.000,1365.000,1.509956
Tripura,2015-16,Cowpea(Lobia),4315.000,3356.000,0.777752
Tripura,2015-16,Gram,250.000,195.000,0.780000
Tripura,2015-16,Groundnut,1375.000,1587.000,1.154182
Tripura,2015-16,Jute,650.000,5401.000,8.309231
Tripura,2015-16,Maize,8746.000,12177.000,1.392294
Tripura,2015-16,Masoor,3177.000,2049.000,0.644948
Tripura,2015-16,Mesta,627.000,5530.000,8.819777
Tripura,2015-16,Moong(Green Gram),3228.000,1676.000,0.519207
Tripura,2015-16,Other  Rabi Pulses,604.000,495.000,0.819536
Tripura,2015-16,Other Kharif Pulses,17.000,17.000,1.000000
Tripura,2015-16,Peas & Beans (Pulses),2947.000,2549.000,0.864947
Tripura,2015-16,Rapeseed &Mustard,6418.000,5166.000,0.804924
Tripura,2015-16,Rice,269793.000,794848.000,2.946140
Tripura,2015-16,Sesamum,3898.000,2261.000,0.580041
Tripura,2015-16,Soyabean,268.000,234.000,0.873134
Tripura,2015-16,Sugarcane,793.000,40492.000,51.061791
Tripura,2015-16,Urad,3589.000,2241.000,0.624408
Tripura,2015-16,Wheat,182.000,407.000,2.236264
Tripura,2016-17,Arhar/Tur,5350.000,3772.000,0.705047
Tripura,2016-17,Cotton(Lint),870.000,1358.000,1.560920
Tripura,2016-17,Cowpea(Lobia),3886.000,2476.000,0.637159
Tripura,2016-17,Gram,250.000,150.000,0.600000
Tripura,2016-17,Groundnut,1833.000,2675.000,1.459356
Tripura,2016-17,Jowar,683.000,546.000,0.799414
Tripura,2016-17,Jute,590.000,5369.000,9.100000
Tripura,2016-17,Linseed,150.000,105.000,0.700000
Tripura,2016-17,Maize,14696.000,20495.000,1.394597
Tripura,2016-17,Masoor,3800.000,2535.000,0.667105
Tripura,2016-17,Mesta,583.000,4961.000,8.509434
Tripura,2016-17,Moong(Green Gram),3428.000,1968.000,0.574096
Tripura,2016-17,Other  Rabi Pulses,550.000,468.000,0.850909
Tripura,2016-17,Other Kharif Pulses,23.000,22.000,0.956522
Tripura,2016-17,Peas & Beans (Pulses),3200.000,2816.000,0.880000
Tripura,2016-17,Rapeseed &Mustard,7500.000,6188.000,0.825067
Tripura,2016-17,Rice,277106.000,814644.000,2.939828
Tripura,2016-17,Sesamum,5590.000,3276.000,0.586047
Tripura,2016-17,Small Millets,352.000,282.000,0.801136
Tripura,2016-17,Soyabean,300.000,264.000,0.880000
Tripura,2016-17,Sugarcane,822.000,44100.000,53.649635
Tripura,2016-17,Urad,3840.000,2465.000,0.641927
Tripura,2016-17,Wheat,200.000,460.000,2.300000
Tripura,2017-18,Arhar/Tur,5590.000,4128.000,0.738462
Tripura,2017-18,Cotton(Lint),805.000,1160.000,1.440994
Tripura,2017-18,Cowpea(Lobia),4419.000,3188.000,0.721430
Tripura,2017-18,Gram,235.000,186.000,0.791489
Tripura,2017-18,Groundnut,2269.000,2756.000,1.214632
Tripura,2017-18,Jowar,857.000,702.000,0.819137
Tripura,2017-18,Jute,551.000,4998.000,9.070780
Tripura,2017-18,Linseed,120.000,84.000,0.700000
Tripura,2017-18,Maize,15736.000,22473.000,1.428127
Tripura,2017-18,Masoor,2892.000,2071.000,0.716113
Tripura,2017-18,Mesta,541.000,4963.000,9.173752
Tripura,2017-18,Moong(Green Gram),4793.000,2798.000,0.583768
Tripura,2017-18,Other  Rabi Pulses,393.000,373.000,0.949109
Tripura,2017-18,Other Kharif Pulses,88.000,84.000,0.954545
Tripura,2017-18,Peas & Beans (Pulses),3474.000,3057.000,0.879965
Tripura,2017-18,Rapeseed &Mustard,7795.000,6467.000,0.829634
Tripura,2017-18,Rice,274068.000,812092.000,2.963104
Tripura,2017-18,Sesamum,7035.000,4151.000,0.590050
Tripura,2017-18,Small Millets,493.000,386.000,0.782961
Tripura,2017-18,Soyabean,497.000,364.000,0.732394
Tripura,2017-18,Sugarcane,806.000,42489.000,52.715881
Tripura,2017-18,Urad,5350.000,3447.000,0.644299
Tripura,2017-18,Wheat,195.000,396.000,2.030769
Tripura,2018-19,Arhar/Tur,5533.000,4278.000,0.773179
Tripura,2018-19,Cotton(Lint),812.000,1215.020,1.496330
Tripura,2018-19,Cowpea(Lobia),4145.000,3215.980,0.775870
Tripura,2018-19,Gram,257.000,171.610,0.667743
Tripura,2018-19,Groundnut,2251.000,3098.480,1.376490
Tripura,2018-19,Jowar,960.000,767.700,0.799688
Tripura,2018-19,Jute,656.000,5837.970,8.899345
Tripura,2018-19,Khesari,28.000,18.410,0.657500
Tripura,2018-19,Maize,15982.000,22694.960,1.420033
Tripura,2018-19,Masoor,2515.000,1876.680,0.746195
Tripura,2018-19,Mesta,493.000,4116.950,8.350811
Tripura,2018-19,Moong(Green Gram),4043.000,2559.450,0.633057
Tripura,2018-19,Other  Rabi Pulses,857.000,724.500,0.845391
Tripura,2018-19,Other Kharif Pulses,123.000,119.000,0.967480
Tripura,2018-19,Other Oilseeds,53.000,41.100,0.775472
Tripura,2018-19,Peas & Beans (Pulses),3393.000,2850.310,0.840056
Tripura,2018-19,Rapeseed &Mustard,7729.000,6424.770,0.831255
Tripura,2018-19,Rice,269364.000,793200.000,2.944714
Tripura,2018-19,Sesamum,6967.000,4332.030,0.621793
Tripura,2018-19,Small Millets,583.000,466.000,0.799314
Tripura,2018-19,Soyabean,101.000,77.200,0.764356
Tripura,2018-19,Sugarcane,662.000,35914.000,54.250755
Tripura,2018-19,Urad,4860.000,3105.330,0.638957
Tripura,2018-19,Wheat,157.000,331.930,2.114204
Tripura,2019-20,Arhar/Tur,4832.000,3873.030,0.801538
Tripura,2019-20,Cotton(Lint),760.000,1138.510,1.498039
Tripura,2019-20,Cowpea(Lobia),4032.000,3178.840,0.788403
Tripura,2019-20,Gram,291.000,180.570,0.620515
Tripura,2019-20,Groundnut,2367.000,3362.470,1.420562
Tripura,2019-20,Jowar,880.000,719.120,0.817182
Tripura,2019-20,Jute,623.000,5731.510,9.199856
Tripura,2019-20,Khesari,52.000,35.500,0.682692
Tripura,2019-20,Maize,14635.000,22975.260,1.569885
Tripura,2019-20,Masoor,2214.000,1656.500,0.748193
Tripura,2019-20,Mesta,430.000,3838.000,8.925581
Tripura,2019-20,Moong(Green Gram),4032.000,2681.470,0.665047
Tripura,2019-20,Other  Rabi Pulses,872.000,804.480,0.922569
Tripura,2019-20,Other Kharif Pulses,126.000,123.840,0.982857
Tripura,2019-20,Other Oilseeds,93.000,74.000,0.795699
Tripura,2019-20,Peas & Beans (Pulses),3200.000,2831.470,0.884834
Tripura,2019-20,Rapeseed &Mustard,7895.000,6668.270,0.844619
Tripura,2019-20,Rice,267335.000,810244.000,3.030819
Tripura,2019-20,Sesamum,6611.000,4208.830,0.636640
Tripura,2019-20,Small Millets,458.000,379.550,0.828712
Tripura,2019-20,Soyabean,214.000,164.420,0.768318
Tripura,2019-20,Sugarcane,687.000,36372.090,52.943362
Tripura,2019-20,Urad,4919.000,3301.050,0.671082
Tripura,2019-20,Wheat,148.000,331.270,2.238311
Uttar Pradesh,1997-98,Arhar/Tur,464879.000,480224.000,1.033009
Uttar Pradesh,1997-98,Bajra,864228.000,1252811.000,1.449630
Uttar Pradesh,1997-98,Barley,333554.000,742442.000,2.225852
Uttar Pradesh,1997-98,Castor Seed,23.000,15.000,0.652174
Uttar Pradesh,1997-98,Gram,881798.000,746498.000,0.846563
Uttar Pradesh,1997-98,Groundnut,138588.000,124084.000,0.895344
Uttar Pradesh,1997-98,Jowar,397761.000,353464.000,0.888634
Uttar Pradesh,1997-98,Linseed,81733.000,34838.000,0.426242
Uttar Pradesh,1997-98,Maize,1025887.000,1612686.000,1.571992
Uttar Pradesh,1997-98,Masoor,504528.000,364546.000,0.722549
Uttar Pradesh,1997-98,Moong(Green Gram),115775.000,45184.000,0.390274
Uttar Pradesh,1997-98,Moth,931545.000,570843.000,0.612792
Uttar Pradesh,1997-98,Onion,20040.000,208046.000,10.381537
Uttar Pradesh,1997-98,Peas & Beans (Pulses),427200.000,497121.000,1.163673
Uttar Pradesh,1997-98,Potato,398770.000,5848500.000,14.666349
Uttar Pradesh,1997-98,Rapeseed &Mustard,758221.000,444655.000,0.586445
Uttar Pradesh,1997-98,Rice,5717392.000,12259569.000,2.144259
Uttar Pradesh,1997-98,Sesamum,105506.000,15902.000,0.150721
Uttar Pradesh,1997-98,Small Millets,206372.000,237435.000,1.150519
Uttar Pradesh,1997-98,Soyabean,52430.000,51774.000,0.987488
Uttar Pradesh,1997-98,Sugarcane,1991942.000,121445836.000,60.968560
Uttar Pradesh,1997-98,Sunflower,26405.000,35701.000,1.352055
Uttar Pradesh,1997-98,Urad,395159.000,167822.000,0.424695
Uttar Pradesh,1997-98,Wheat,9118488.000,22781981.000,2.498438
Uttar Pradesh,1998-99,Arhar/Tur,426377.000,496921.000,1.165450
Uttar Pradesh,1998-99,Bajra,842795.000,979347.000,1.162023
Uttar Pradesh,1998-99,Barley,327540.000,699871.000,2.136750
Uttar Pradesh,1998-99,Castor Seed,36.000,25.000,0.694444
Uttar Pradesh,1998-99,Cotton(Lint),7454.000,1306.000,0.175208
Uttar Pradesh,1998-99,Gram,886442.000,772914.000,0.871928
Uttar Pradesh,1998-99,Groundnut,130605.000,84803.000,0.649309
Uttar Pradesh,1998-99,Jowar,353897.000,247658.000,0.699802
Uttar Pradesh,1998-99,Jute,66.000,51.000,0.772727
Uttar Pradesh,1998-99,Linseed,71995.000,27297.000,0.379151
Uttar Pradesh,1998-99,Maize,1003868.000,1020807.000,1.016874
Uttar Pradesh,1998-99,Masoor,544361.000,394513.000,0.724727
Uttar Pradesh,1998-99,Moong(Green Gram),107940.000,47514.000,0.440189
Uttar Pradesh,1998-99,Moth,164.000,76.000,0.463415
Uttar Pradesh,1998-99,Onion,24838.000,301648.000,12.144617
Uttar Pradesh,1998-99,Peas & Beans (Pulses),491915.000,504334.000,1.025246
Uttar Pradesh,1998-99,Potato,427767.000,9760341.000,22.816956
Uttar Pradesh,1998-99,Ragi,118177.000,162149.000,1.372086
Uttar Pradesh,1998-99,Rapeseed &Mustard,674278.000,556944.000,0.825986
Uttar Pradesh,1998-99,Rice,5864703.000,11363436.000,1.937598
Uttar Pradesh,1998-99,Sannhamp,9421.000,3434.000,0.364505
Uttar Pradesh,1998-99,Sesamum,91465.000,11214.000,0.122604
Uttar Pradesh,1998-99,Small Millets,208989.000,249153.000,1.192182
Uttar Pradesh,1998-99,Soyabean,52554.000,22459.000,0.427351
Uttar Pradesh,1998-99,Sugarcane,1974642.000,116483396.000,58.989627
Uttar Pradesh,1998-99,Sunflower,27742.000,33926.000,1.222911
Uttar Pradesh,1998-99,Tobacco,18658.000,123755.000,6.632812
Uttar Pradesh,1998-99,Turmeric,836.000,1554.000,1.858852
Uttar Pradesh,1998-99,Urad,355993.000,110423.000,0.310183
Uttar Pradesh,1998-99,Wheat,9284077.000,23434430.000,2.524153
Uttar Pradesh,1999-00,Arhar/Tur,425784.000,544828.000,1.279588
Uttar Pradesh,1999-00,Bajra,835019.000,1165247.000,1.395474
Uttar Pradesh,1999-00,Barley,310537.000,694935.000,2.237849
Uttar Pradesh,1999-00,Castor Seed,76.000,49.000,0.644737
Uttar Pradesh,1999-00,Cotton(Lint),6914.000,6077.000,0.878941
Uttar Pradesh,1999-00,Gram,821990.000,778926.000,0.947610
Uttar Pradesh,1999-00,Groundnut,115536.000,96166.000,0.832347
Uttar Pradesh,1999-00,Jowar,358812.000,320643.000,0.893624
Uttar Pradesh,1999-00,Jute,38.000,29.000,0.763158
Uttar Pradesh,1999-00,Linseed,69214.000,30392.000,0.439102
Uttar Pradesh,1999-00,Maize,965479.000,1395915.000,1.445826
Uttar Pradesh,1999-00,Moong(Green Gram),97688.000,45926.000,0.470129
Uttar Pradesh,1999-00,Moth,204.000,84.000,0.411765
Uttar Pradesh,1999-00,Onion,28537.000,402252.000,14.095805
Uttar Pradesh,1999-00,Peas & Beans (Pulses),407843.000,564288.000,1.383591
Uttar Pradesh,1999-00,Potato,440272.000,9921786.000,22.535583
Uttar Pradesh,1999-00,Ragi,120929.000,167843.000,1.387947
Uttar Pradesh,1999-00,Rapeseed &Mustard,654597.000,667539.000,1.019771
Uttar Pradesh,1999-00,Rice,6072541.000,13225720.000,2.177955
Uttar Pradesh,1999-00,Small Millets,201844.000,247282.000,1.225114
Uttar Pradesh,1999-00,Soyabean,22332.000,17079.000,0.764777
Uttar Pradesh,1999-00,Sugarcane,2011024.000,115418883.000,57.393091
Uttar Pradesh,1999-00,Sunflower,14316.000,18341.000,1.281154
Uttar Pradesh,1999-00,Tobacco,19447.000,133089.000,6.843678
Uttar Pradesh,1999-00,Turmeric,1271.000,1981.000,1.558615
Uttar Pradesh,1999-00,Urad,337896.000,144988.000,0.429091
Uttar Pradesh,1999-00,Wheat,9351483.000,26013392.000,2.781740
Uttar Pradesh,2000-01,Arhar/Tur,406596.000,509756.000,1.253716
Uttar Pradesh,2000-01,Bajra,881010.000,1277360.000,1.449881
Uttar Pradesh,2000-01,Barley,286886.000,604453.000,2.106945
Uttar Pradesh,2000-01,Castor Seed,25.000,16.200,0.648000
Uttar Pradesh,2000-01,Cotton(Lint),5328.000,4759.000,0.893206
Uttar Pradesh,2000-01,Gram,833007.000,702718.000,0.843592
Uttar Pradesh,2000-01,Groundnut,115425.000,96359.000,0.834819
Uttar Pradesh,2000-01,Jowar,347427.000,329499.000,0.948398
Uttar Pradesh,2000-01,Jute,30.000,25.000,0.833333
Uttar Pradesh,2000-01,Linseed,55279.000,19911.600,0.360202
Uttar Pradesh,2000-01,Maize,920841.000,1494054.000,1.622489
Uttar Pradesh,2000-01,Masoor,651730.000,408052.000,0.626106
Uttar Pradesh,2000-01,Moong(Green Gram),81552.000,32601.100,0.399758
Uttar Pradesh,2000-01,Moth,151.000,46.000,0.304636
Uttar Pradesh,2000-01,Peas & Beans (Pulses),333480.000,344524.000,1.033117
Uttar Pradesh,2000-01,Potato,394083.000,8398200.000,21.310739
Uttar Pradesh,2000-01,Rapeseed &Mustard,556142.000,556379.000,1.000426
Uttar Pradesh,2000-01,Rice,5907151.000,11679149.000,1.977120
Uttar Pradesh,2000-01,Sesamum,107983.000,17434.400,0.161455
Uttar Pradesh,2000-01,Small Millets,32410.000,22009.000,0.679081
Uttar Pradesh,2000-01,Soyabean,15743.000,9207.000,0.584831
Uttar Pradesh,2000-01,Sugarcane,1938366.000,106067503.000,54.720060
Uttar Pradesh,2000-01,Turmeric,1253.000,2185.000,1.743815
Uttar Pradesh,2000-01,Urad,385162.000,163059.200,0.423352
Uttar Pradesh,2000-01,Wheat,9239311.000,25168332.000,2.724049
Uttar Pradesh,2001-02,Arhar/Tur,394228.000,456228.000,1.157269
Uttar Pradesh,2001-02,Bajra,850727.000,967732.000,1.137535
Uttar Pradesh,2001-02,Barley,253713.000,592021.000,2.333428
Uttar Pradesh,2001-02,Cotton(Lint),4512.000,4571.000,1.013076
Uttar Pradesh,2001-02,Gram,840602.000,816795.000,0.971679
Uttar Pradesh,2001-02,Groundnut,107515.000,90156.000,0.838543
